gender,age,category,payment_method,total
Female,27,Clothing,Cash,2700.7200000000003
Female,32,Cosmetics,Card,1016.5
Female,31,Books,Card,15.15
Female,59,Souvenir,Card,105.57
Female,34,Toys,Cash,896.0
Female,57,Technology,Cash,9450.0
Female,36,Clothing,Cash,4801.28
Female,27,Clothing,Cash,4801.28
Female,21,Food & Beverage,Card,5.23
Male,39,Souvenir,Card,105.57
Male,29,Clothing,Card,1200.32
Male,64,Books,Card,378.75
Male,19,Technology,Cash,16800.0
Female,60,Food & Beverage,Cash,130.75
Female,56,Shoes,Card,2400.68
Female,25,Cosmetics,Card,1016.5
Female,50,Souvenir,Cash,105.57
Male,65,Clothing,Cash,7502.0
Male,66,Food & Beverage,Cash,5.23
Female,68,Toys,Cash,35.84
Male,59,Food & Beverage,Card,130.75
Male,36,Clothing,Cash,7502.0
Male,59,Food & Beverage,Card,5.23
Male,33,Food & Beverage,Card,47.07
Female,40,Clothing,Cash,300.08
Female,64,Clothing,Cash,7502.0
Female,67,Clothing,Card,2700.7200000000003
Female,45,Souvenir,Cash,46.92
Male,56,Clothing,Card,2700.7200000000003
Male,29,Toys,Card,573.44
Male,63,Clothing,Cash,2700.7200000000003
Female,33,Shoes,Cash,9602.72
Male,68,Clothing,Card,7502.0
Male,44,Books,Cash,136.35000000000002
Male,40,Clothing,Cash,7502.0
Male,33,Clothing,Card,300.08
Male,48,Toys,Card,143.36
Female,63,Clothing,Cash,300.08
Male,53,Shoes,Card,15004.25
Male,55,Cosmetics,Card,1016.5
Male,52,Clothing,Cash,2700.7200000000003
Male,29,Clothing,Cash,300.08
Male,27,Books,Card,15.15
Male,30,Cosmetics,Cash,40.66
Male,30,Clothing,Cash,300.08
Female,27,Souvenir,Cash,293.25
Male,61,Technology,Cash,9450.0
Female,55,Toys,Card,573.44
Male,22,Toys,Cash,35.84
Female,43,Clothing,Cash,4801.28
Female,24,Food & Beverage,Cash,83.68
Female,36,Cosmetics,Cash,162.64
Male,42,Clothing,Card,7502.0
Female,62,Clothing,Card,2700.7200000000003
Male,31,Souvenir,Card,293.25
Female,67,Shoes,Cash,2400.68
Male,19,Clothing,Card,7502.0
Female,18,Food & Beverage,Card,130.75
Female,64,Food & Beverage,Card,5.23
Male,38,Clothing,Card,4801.28
Male,50,Clothing,Card,1200.32
Female,45,Clothing,Cash,300.08
Female,68,Clothing,Cash,4801.28
Female,69,Books,Card,60.6
Female,61,Technology,Cash,4200.0
Female,68,Cosmetics,Cash,162.64
Male,36,Clothing,Cash,2700.7200000000003
Female,42,Cosmetics,Card,1016.5
Male,60,Clothing,Cash,7502.0
Female,50,Cosmetics,Card,40.66
Male,29,Clothing,Cash,7502.0
Male,59,Clothing,Card,1200.32
Male,23,Toys,Card,35.84
Male,28,Souvenir,Cash,105.57
Female,30,Clothing,Card,300.08
Female,40,Clothing,Card,7502.0
Male,37,Clothing,Card,1200.32
Male,49,Clothing,Card,7502.0
Male,55,Souvenir,Card,105.57
Male,67,Clothing,Cash,2700.7200000000003
Male,31,Food & Beverage,Card,5.23
Male,35,Toys,Cash,896.0
Female,21,Toys,Card,896.0
Female,41,Toys,Cash,143.36
Female,46,Food & Beverage,Cash,20.92
Female,42,Food & Beverage,Card,130.75
Male,59,Food & Beverage,Cash,130.75
Male,19,Shoes,Card,2400.68
Male,31,Clothing,Card,2700.7200000000003
Female,38,Cosmetics,Card,40.66
Male,61,Books,Cash,15.15
Male,21,Shoes,Cash,9602.72
Female,38,Toys,Card,35.84
Male,31,Cosmetics,Cash,365.94
Female,44,Souvenir,Card,293.25
Male,34,Food & Beverage,Cash,83.68
Female,34,Food & Beverage,Card,130.75
Male,55,Cosmetics,Card,365.94
Male,39,Clothing,Cash,7502.0
Male,50,Cosmetics,Card,1016.5
Male,51,Toys,Card,143.36
Male,51,Clothing,Card,4801.28
Male,57,Cosmetics,Cash,40.66
Male,33,Clothing,Card,300.08
Male,34,Shoes,Cash,5401.53
Female,68,Food & Beverage,Cash,83.68
Female,31,Shoes,Card,5401.53
Female,27,Clothing,Cash,1200.32
Female,18,Shoes,Cash,15004.25
Female,46,Clothing,Card,4801.28
Female,67,Shoes,Cash,5401.53
Female,59,Toys,Cash,35.84
Male,37,Cosmetics,Cash,365.94
Male,48,Clothing,Card,300.08
Female,63,Cosmetics,Card,650.56
Female,57,Shoes,Card,15004.25
Female,30,Toys,Cash,896.0
Male,65,Clothing,Cash,2700.7200000000003
Male,45,Food & Beverage,Cash,130.75
Female,26,Clothing,Cash,4801.28
Female,61,Cosmetics,Card,650.56
Male,36,Clothing,Card,4801.28
Female,26,Toys,Card,573.44
Male,20,Toys,Card,573.44
Male,55,Clothing,Card,2700.7200000000003
Female,67,Food & Beverage,Cash,47.07
Male,53,Clothing,Card,4801.28
Male,31,Toys,Card,896.0
Female,24,Clothing,Card,7502.0
Male,26,Toys,Card,35.84
Female,41,Clothing,Cash,300.08
Male,49,Food & Beverage,Cash,83.68
Female,65,Food & Beverage,Card,47.07
Male,64,Souvenir,Card,46.92
Male,24,Food & Beverage,Card,47.07
Female,38,Shoes,Cash,9602.72
Female,52,Clothing,Card,4801.28
Female,51,Clothing,Cash,4801.28
Male,57,Toys,Card,35.84
Female,28,Cosmetics,Cash,1016.5
Male,58,Clothing,Card,4801.28
Male,40,Cosmetics,Cash,40.66
Female,38,Clothing,Cash,2700.7200000000003
Female,28,Food & Beverage,Card,83.68
Male,51,Shoes,Card,5401.53
Female,69,Shoes,Card,5401.53
Female,48,Food & Beverage,Card,47.07
Female,23,Technology,Card,9450.0
Female,43,Clothing,Card,2700.7200000000003
Female,53,Shoes,Card,15004.25
Male,28,Clothing,Card,300.08
Female,58,Cosmetics,Card,650.56
Male,49,Toys,Card,143.36
Female,59,Cosmetics,Cash,650.56
Male,53,Cosmetics,Cash,1016.5
Female,21,Toys,Cash,896.0
Male,62,Clothing,Card,4801.28
Male,65,Clothing,Card,1200.32
Male,29,Clothing,Cash,2700.7200000000003
Female,43,Cosmetics,Card,40.66
Female,55,Clothing,Card,2700.7200000000003
Female,66,Shoes,Cash,5401.53
Male,68,Clothing,Card,4801.28
Female,54,Cosmetics,Cash,40.66
Male,57,Toys,Card,322.56
Male,60,Toys,Card,322.56
Male,44,Food & Beverage,Card,130.75
Male,41,Cosmetics,Cash,365.94
Male,60,Cosmetics,Card,1016.5
Male,65,Clothing,Card,2700.7200000000003
Male,44,Clothing,Card,300.08
Female,18,Clothing,Card,2700.7200000000003
Female,33,Cosmetics,Card,365.94
Male,32,Toys,Card,896.0
Male,27,Clothing,Card,4801.28
Male,50,Clothing,Card,300.08
Male,59,Books,Card,242.4
Male,26,Cosmetics,Cash,1016.5
Male,21,Clothing,Card,300.08
Male,56,Food & Beverage,Card,83.68
Female,32,Clothing,Card,300.08
Female,42,Shoes,Card,15004.25
Female,22,Clothing,Card,4801.28
Female,54,Cosmetics,Card,1016.5
Male,57,Food & Beverage,Card,5.23
Male,41,Food & Beverage,Cash,20.92
Female,57,Clothing,Card,1200.32
Male,52,Souvenir,Card,187.68
Male,67,Clothing,Cash,1200.32
Male,56,Clothing,Card,300.08
Male,25,Books,Card,242.4
Male,23,Clothing,Cash,1200.32
Female,60,Clothing,Card,2700.7200000000003
Female,66,Food & Beverage,Card,83.68
Female,46,Clothing,Cash,2700.7200000000003
Male,23,Shoes,Card,5401.53
Female,62,Clothing,Cash,7502.0
Male,30,Clothing,Cash,1200.32
Male,46,Shoes,Card,5401.53
Male,46,Food & Beverage,Card,47.07
Female,39,Clothing,Card,1200.32
Female,61,Cosmetics,Card,365.94
Male,29,Cosmetics,Card,40.66
Female,26,Books,Cash,60.6
Male,55,Cosmetics,Cash,365.94
Male,48,Clothing,Card,4801.28
Female,47,Clothing,Card,2700.7200000000003
Male,24,Clothing,Card,4801.28
Male,32,Books,Cash,136.35000000000002
Female,39,Toys,Cash,143.36
Female,66,Food & Beverage,Card,130.75
Female,38,Clothing,Card,4801.28
Male,26,Cosmetics,Card,162.64
Female,57,Clothing,Card,300.08
Female,20,Technology,Card,16800.0
Male,35,Clothing,Card,4801.28
Male,47,Clothing,Card,2700.7200000000003
Female,51,Food & Beverage,Cash,5.23
Female,35,Food & Beverage,Card,130.75
Male,58,Shoes,Cash,15004.25
Female,53,Shoes,Cash,9602.72
Female,56,Shoes,Cash,15004.25
Male,52,Clothing,Card,4801.28
Female,35,Food & Beverage,Card,130.75
Male,31,Clothing,Card,2700.7200000000003
Female,55,Food & Beverage,Card,5.23
Male,34,Cosmetics,Card,162.64
Female,20,Shoes,Cash,600.17
Female,44,Clothing,Card,300.08
Female,48,Shoes,Cash,9602.72
Female,46,Souvenir,Cash,105.57
Female,63,Technology,Cash,16800.0
Male,47,Clothing,Cash,7502.0
Male,28,Cosmetics,Card,40.66
Female,20,Clothing,Card,7502.0
Female,42,Food & Beverage,Card,130.75
Male,53,Toys,Card,573.44
Male,18,Toys,Cash,896.0
Female,59,Cosmetics,Card,650.56
Male,29,Clothing,Card,300.08
Male,41,Food & Beverage,Cash,5.23
Female,66,Clothing,Card,4801.28
Male,55,Food & Beverage,Card,5.23
Male,22,Shoes,Cash,5401.53
Male,29,Toys,Cash,896.0
Male,27,Cosmetics,Card,40.66
Female,57,Clothing,Cash,300.08
Female,44,Food & Beverage,Cash,5.23
Male,67,Clothing,Card,1200.32
Male,33,Clothing,Cash,4801.28
Male,38,Technology,Cash,9450.0
Male,68,Food & Beverage,Cash,20.92
Female,67,Clothing,Card,1200.32
Male,58,Cosmetics,Card,650.56
Male,49,Cosmetics,Card,650.56
Male,36,Souvenir,Card,46.92
Male,62,Clothing,Cash,7502.0
Male,34,Souvenir,Card,46.92
Female,59,Souvenir,Card,11.73
Female,49,Toys,Card,573.44
Female,60,Clothing,Cash,2700.7200000000003
Female,28,Food & Beverage,Cash,20.92
Male,51,Food & Beverage,Cash,47.07
Female,27,Books,Cash,378.75
Female,59,Clothing,Card,4801.28
Male,57,Clothing,Card,2700.7200000000003
Male,54,Cosmetics,Cash,650.56
Female,56,Clothing,Card,300.08
Female,23,Cosmetics,Card,162.64
Female,38,Clothing,Card,2700.7200000000003
Male,24,Toys,Card,573.44
Female,59,Shoes,Cash,15004.25
Male,38,Shoes,Card,2400.68
Female,22,Food & Beverage,Card,5.23
Female,67,Shoes,Cash,5401.53
Male,51,Food & Beverage,Card,83.68
Male,37,Toys,Card,896.0
Male,54,Books,Cash,242.4
Female,63,Toys,Cash,35.84
Male,55,Technology,Card,1050.0
Female,48,Clothing,Card,300.08
Male,68,Clothing,Card,2700.7200000000003
Male,25,Food & Beverage,Card,5.23
Female,40,Clothing,Cash,4801.28
Male,45,Clothing,Card,1200.32
Male,37,Clothing,Card,1200.32
Female,48,Souvenir,Cash,105.57
Male,55,Toys,Card,143.36
Male,40,Clothing,Cash,7502.0
Male,62,Clothing,Cash,4801.28
Female,26,Food & Beverage,Card,47.07
Female,34,Books,Card,242.4
Male,18,Books,Cash,136.35000000000002
Male,43,Food & Beverage,Card,47.07
Male,20,Clothing,Card,4801.28
Female,61,Cosmetics,Cash,162.64
Female,68,Shoes,Card,2400.68
Female,64,Toys,Cash,896.0
Male,58,Souvenir,Cash,46.92
Female,36,Clothing,Cash,2700.7200000000003
Female,26,Cosmetics,Card,162.64
Female,53,Clothing,Card,4801.28
Female,39,Books,Card,136.35000000000002
Female,66,Clothing,Card,2700.7200000000003
Female,49,Clothing,Card,7502.0
Male,66,Toys,Cash,322.56
Male,36,Toys,Cash,896.0
Female,66,Toys,Cash,35.84
Female,55,Toys,Card,35.84
Male,64,Cosmetics,Cash,162.64
Male,62,Clothing,Cash,7502.0
Female,67,Food & Beverage,Card,5.23
Female,50,Clothing,Card,1200.32
Female,66,Food & Beverage,Cash,5.23
Male,21,Clothing,Cash,300.08
Male,28,Toys,Card,573.44
Male,60,Clothing,Card,300.08
Male,59,Food & Beverage,Card,130.75
Female,51,Cosmetics,Card,365.94
Male,56,Toys,Cash,896.0
Female,23,Shoes,Cash,2400.68
Male,56,Clothing,Cash,300.08
Male,38,Cosmetics,Card,40.66
Female,37,Shoes,Cash,9602.72
Female,42,Toys,Card,896.0
Male,54,Clothing,Cash,7502.0
Female,25,Technology,Cash,16800.0
Male,64,Food & Beverage,Card,20.92
Male,60,Souvenir,Cash,293.25
Female,33,Shoes,Cash,2400.68
Male,61,Food & Beverage,Card,83.68
Male,64,Cosmetics,Cash,365.94
Female,66,Toys,Card,896.0
Female,30,Cosmetics,Cash,365.94
Male,26,Clothing,Card,4801.28
Female,55,Clothing,Card,4801.28
Female,64,Clothing,Card,300.08
Male,63,Clothing,Cash,7502.0
Female,25,Toys,Card,573.44
Female,58,Clothing,Card,7502.0
Male,69,Clothing,Card,1200.32
Male,59,Cosmetics,Card,650.56
Male,65,Shoes,Card,15004.25
Male,35,Souvenir,Card,105.57
Female,48,Food & Beverage,Cash,5.23
Female,58,Technology,Card,26250.0
Female,69,Toys,Card,322.56
Female,52,Food & Beverage,Cash,130.75
Male,40,Books,Cash,378.75
Male,69,Toys,Cash,35.84
Female,66,Shoes,Card,5401.53
Female,18,Clothing,Cash,2700.7200000000003
Male,68,Clothing,Card,7502.0
Female,24,Books,Cash,242.4
Male,40,Food & Beverage,Cash,130.75
Male,68,Clothing,Card,1200.32
Female,39,Cosmetics,Cash,162.64
Male,62,Shoes,Card,15004.25
Female,50,Food & Beverage,Card,47.07
Female,44,Clothing,Card,2700.7200000000003
Female,43,Cosmetics,Card,650.56
Female,20,Food & Beverage,Card,5.23
Male,37,Food & Beverage,Card,130.75
Male,18,Books,Cash,60.6
Male,47,Clothing,Cash,7502.0
Male,21,Technology,Cash,1050.0
Female,36,Clothing,Cash,4801.28
Male,45,Food & Beverage,Card,47.07
Female,34,Food & Beverage,Card,20.92
Male,68,Cosmetics,Card,650.56
Female,64,Clothing,Cash,4801.28
Male,66,Clothing,Card,4801.28
Female,67,Books,Cash,378.75
Female,69,Clothing,Cash,2700.7200000000003
Female,53,Toys,Card,573.44
Female,38,Food & Beverage,Card,47.07
Male,69,Toys,Card,322.56
Female,50,Clothing,Card,300.08
Male,48,Toys,Card,322.56
Female,59,Shoes,Cash,600.17
Female,55,Cosmetics,Cash,162.64
Male,33,Clothing,Card,2700.7200000000003
Female,56,Food & Beverage,Cash,47.07
Male,30,Souvenir,Card,293.25
Male,30,Clothing,Cash,2700.7200000000003
Female,63,Toys,Card,573.44
Female,43,Clothing,Card,1200.32
Male,62,Food & Beverage,Card,83.68
Male,60,Food & Beverage,Card,130.75
Male,31,Toys,Card,896.0
Male,53,Souvenir,Cash,187.68
Female,25,Toys,Cash,143.36
Female,26,Shoes,Cash,9602.72
Male,46,Toys,Cash,896.0
Female,56,Clothing,Card,7502.0
Female,44,Cosmetics,Card,1016.5
Male,60,Toys,Card,35.84
Female,43,Clothing,Card,1200.32
Male,21,Clothing,Card,300.08
Male,56,Clothing,Cash,7502.0
Male,19,Books,Card,15.15
Male,41,Food & Beverage,Cash,5.23
Male,24,Food & Beverage,Card,5.23
Male,50,Souvenir,Card,187.68
Female,29,Food & Beverage,Card,20.92
Male,62,Cosmetics,Cash,162.64
Male,34,Clothing,Card,1200.32
Male,33,Toys,Card,322.56
Male,23,Cosmetics,Card,162.64
Female,27,Souvenir,Card,293.25
Male,43,Clothing,Cash,4801.28
Female,50,Shoes,Card,2400.68
Male,53,Souvenir,Card,105.57
Female,51,Food & Beverage,Card,47.07
Female,58,Cosmetics,Card,365.94
Female,41,Food & Beverage,Cash,20.92
Male,42,Toys,Card,143.36
Male,23,Clothing,Card,1200.32
Female,45,Souvenir,Card,293.25
Male,41,Food & Beverage,Card,47.07
Male,22,Toys,Card,573.44
Male,66,Clothing,Card,300.08
Male,38,Clothing,Card,4801.28
Female,34,Technology,Cash,4200.0
Female,26,Books,Card,242.4
Male,37,Cosmetics,Card,365.94
Male,57,Technology,Card,1050.0
Male,68,Clothing,Cash,7502.0
Male,54,Souvenir,Cash,46.92
Female,19,Cosmetics,Card,365.94
Male,19,Clothing,Card,4801.28
Female,20,Clothing,Card,4801.28
Female,47,Clothing,Card,7502.0
Female,62,Souvenir,Cash,187.68
Female,54,Toys,Card,143.36
Male,38,Books,Card,378.75
Female,51,Cosmetics,Card,365.94
Male,21,Food & Beverage,Cash,20.92
Female,37,Clothing,Card,2700.7200000000003
Female,61,Clothing,Card,2700.7200000000003
Male,26,Clothing,Card,300.08
Female,30,Souvenir,Cash,11.73
Female,26,Clothing,Cash,300.08
Female,67,Toys,Cash,896.0
Female,52,Cosmetics,Card,365.94
Female,60,Books,Card,378.75
Female,36,Books,Card,60.6
Male,64,Technology,Cash,16800.0
Male,46,Cosmetics,Card,1016.5
Female,69,Shoes,Card,2400.68
Female,56,Books,Card,378.75
Male,23,Cosmetics,Cash,40.66
Male,59,Cosmetics,Cash,650.56
Female,27,Souvenir,Card,105.57
Male,40,Toys,Card,143.36
Female,37,Clothing,Cash,2700.7200000000003
Female,29,Shoes,Cash,2400.68
Female,51,Technology,Cash,4200.0
Male,40,Clothing,Card,300.08
Female,54,Books,Card,60.6
Female,65,Clothing,Card,4801.28
Male,64,Clothing,Cash,300.08
Male,32,Food & Beverage,Cash,83.68
Male,52,Shoes,Card,5401.53
Female,19,Food & Beverage,Cash,20.92
Male,65,Cosmetics,Cash,365.94
Male,18,Cosmetics,Card,162.64
Female,36,Toys,Card,322.56
Male,31,Clothing,Card,7502.0
Female,32,Food & Beverage,Card,47.07
Male,32,Technology,Cash,26250.0
Female,31,Food & Beverage,Cash,83.68
Female,58,Clothing,Card,2700.7200000000003
Male,25,Toys,Card,322.56
Male,59,Clothing,Cash,4801.28
Male,64,Clothing,Cash,1200.32
Female,35,Food & Beverage,Card,5.23
Male,61,Souvenir,Card,105.57
Female,69,Clothing,Cash,300.08
Female,36,Cosmetics,Cash,40.66
Male,53,Food & Beverage,Cash,20.92
Male,35,Food & Beverage,Cash,130.75
Female,31,Books,Cash,60.6
Female,28,Toys,Card,143.36
Male,55,Souvenir,Cash,105.57
Male,37,Toys,Cash,143.36
Female,44,Cosmetics,Card,40.66
Male,43,Shoes,Card,5401.53
Female,68,Food & Beverage,Card,20.92
Female,50,Clothing,Card,4801.28
Female,47,Toys,Cash,896.0
Female,20,Cosmetics,Cash,365.94
Male,37,Toys,Card,35.84
Male,64,Souvenir,Cash,293.25
Male,53,Clothing,Cash,7502.0
Male,26,Technology,Card,26250.0
Female,58,Clothing,Cash,2700.7200000000003
Male,31,Toys,Card,896.0
Male,69,Cosmetics,Card,162.64
Female,34,Clothing,Card,4801.28
Male,57,Toys,Card,896.0
Female,31,Food & Beverage,Cash,20.92
Male,40,Clothing,Card,7502.0
Female,38,Toys,Cash,573.44
Male,67,Clothing,Cash,4801.28
Male,63,Clothing,Cash,4801.28
Male,40,Food & Beverage,Card,130.75
Male,53,Shoes,Cash,2400.68
Female,47,Souvenir,Cash,187.68
Male,34,Shoes,Cash,9602.72
Female,39,Shoes,Cash,5401.53
Male,19,Souvenir,Card,46.92
Female,28,Clothing,Card,1200.32
Female,42,Shoes,Cash,2400.68
Female,58,Clothing,Card,2700.7200000000003
Male,69,Shoes,Cash,600.17
Female,23,Souvenir,Cash,105.57
Male,46,Shoes,Card,2400.68
Male,34,Shoes,Cash,600.17
Female,68,Souvenir,Card,46.92
Female,40,Souvenir,Cash,105.57
Male,68,Clothing,Card,2700.7200000000003
Male,68,Clothing,Card,4801.28
Female,25,Toys,Card,143.36
Male,59,Clothing,Card,4801.28
Male,22,Toys,Card,896.0
Male,21,Clothing,Card,2700.7200000000003
Male,59,Clothing,Card,1200.32
Male,26,Shoes,Cash,15004.25
Male,52,Clothing,Cash,2700.7200000000003
Female,62,Clothing,Card,4801.28
Female,22,Food & Beverage,Card,20.92
Male,65,Clothing,Card,1200.32
Male,69,Clothing,Card,300.08
Female,22,Clothing,Card,1200.32
Female,20,Cosmetics,Card,162.64
Male,38,Cosmetics,Card,365.94
Male,19,Clothing,Card,2700.7200000000003
Male,64,Clothing,Card,1200.32
Male,54,Shoes,Card,15004.25
Male,65,Toys,Card,143.36
Female,49,Food & Beverage,Cash,47.07
Male,32,Technology,Card,1050.0
Female,35,Souvenir,Card,46.92
Female,39,Shoes,Cash,2400.68
Female,27,Souvenir,Card,11.73
Female,20,Clothing,Card,4801.28
Female,29,Food & Beverage,Card,47.07
Female,30,Souvenir,Card,293.25
Male,42,Shoes,Cash,9602.72
Male,68,Clothing,Card,2700.7200000000003
Female,22,Books,Cash,136.35000000000002
Female,25,Clothing,Card,2700.7200000000003
Female,65,Books,Cash,15.15
Female,48,Books,Card,378.75
Male,50,Cosmetics,Card,1016.5
Male,29,Food & Beverage,Card,83.68
Female,35,Clothing,Cash,2700.7200000000003
Female,26,Food & Beverage,Card,20.92
Female,66,Clothing,Card,4801.28
Male,51,Food & Beverage,Cash,20.92
Male,38,Books,Cash,378.75
Male,46,Food & Beverage,Cash,83.68
Male,61,Cosmetics,Cash,40.66
Female,63,Souvenir,Card,11.73
Female,24,Books,Cash,15.15
Female,60,Clothing,Cash,7502.0
Female,27,Clothing,Card,300.08
Female,41,Clothing,Cash,4801.28
Female,48,Food & Beverage,Cash,5.23
Male,23,Shoes,Cash,9602.72
Male,61,Cosmetics,Card,162.64
Male,56,Books,Card,60.6
Male,42,Clothing,Cash,1200.32
Male,56,Cosmetics,Cash,365.94
Female,64,Cosmetics,Card,1016.5
Female,42,Shoes,Cash,9602.72
Male,18,Clothing,Card,4801.28
Male,52,Cosmetics,Card,162.64
Female,50,Cosmetics,Cash,162.64
Female,37,Food & Beverage,Card,130.75
Female,59,Technology,Cash,1050.0
Female,30,Cosmetics,Cash,162.64
Male,40,Toys,Card,896.0
Male,22,Toys,Cash,143.36
Male,47,Clothing,Card,2700.7200000000003
Male,59,Shoes,Cash,600.17
Female,37,Cosmetics,Card,650.56
Male,64,Clothing,Cash,2700.7200000000003
Male,26,Toys,Cash,896.0
Male,30,Souvenir,Card,187.68
Male,37,Books,Card,136.35000000000002
Male,57,Clothing,Cash,1200.32
Female,25,Cosmetics,Card,162.64
Male,41,Souvenir,Card,187.68
Male,65,Cosmetics,Cash,40.66
Male,27,Souvenir,Card,11.73
Male,28,Cosmetics,Card,40.66
Male,43,Cosmetics,Cash,365.94
Female,57,Toys,Card,896.0
Female,25,Clothing,Cash,300.08
Female,60,Toys,Cash,896.0
Male,68,Souvenir,Card,187.68
Male,21,Cosmetics,Card,1016.5
Female,29,Toys,Cash,896.0
Female,51,Food & Beverage,Card,20.92
Female,69,Clothing,Card,1200.32
Male,57,Books,Card,15.15
Male,37,Cosmetics,Card,1016.5
Male,51,Food & Beverage,Cash,20.92
Female,51,Cosmetics,Cash,40.66
Male,36,Books,Cash,378.75
Male,42,Food & Beverage,Card,20.92
Male,60,Toys,Cash,143.36
Female,39,Food & Beverage,Card,47.07
Male,37,Clothing,Card,300.08
Female,24,Clothing,Cash,1200.32
Female,25,Technology,Cash,9450.0
Female,21,Clothing,Card,300.08
Female,60,Clothing,Cash,7502.0
Male,38,Technology,Card,26250.0
Male,33,Clothing,Card,4801.28
Female,39,Food & Beverage,Cash,5.23
Male,29,Souvenir,Card,46.92
Female,32,Clothing,Card,7502.0
Male,59,Toys,Cash,573.44
Male,66,Food & Beverage,Card,5.23
Female,59,Food & Beverage,Cash,83.68
Male,43,Food & Beverage,Cash,130.75
Male,59,Clothing,Card,300.08
Male,47,Toys,Card,322.56
Male,54,Cosmetics,Card,40.66
Female,45,Food & Beverage,Cash,47.07
Female,42,Souvenir,Card,46.92
Male,53,Food & Beverage,Cash,20.92
Male,49,Books,Cash,136.35000000000002
Male,19,Technology,Card,9450.0
Male,57,Cosmetics,Card,1016.5
Female,40,Clothing,Cash,7502.0
Female,69,Food & Beverage,Card,5.23
Male,29,Clothing,Cash,2700.7200000000003
Female,44,Clothing,Card,1200.32
Male,65,Books,Card,60.6
Male,37,Clothing,Cash,4801.28
Female,36,Cosmetics,Card,650.56
Female,28,Shoes,Card,5401.53
Female,47,Technology,Card,4200.0
Female,26,Souvenir,Cash,46.92
Female,49,Souvenir,Cash,11.73
Female,68,Souvenir,Card,293.25
Male,30,Clothing,Cash,300.08
Female,66,Food & Beverage,Card,83.68
Male,23,Cosmetics,Card,1016.5
Male,56,Food & Beverage,Card,130.75
Male,34,Technology,Cash,16800.0
Male,27,Shoes,Card,15004.25
Female,36,Toys,Card,896.0
Male,67,Food & Beverage,Cash,83.68
Female,56,Souvenir,Cash,105.57
Female,65,Toys,Cash,896.0
Male,27,Food & Beverage,Card,20.92
Female,50,Food & Beverage,Card,83.68
Male,58,Clothing,Card,7502.0
Female,63,Clothing,Card,1200.32
Female,53,Food & Beverage,Cash,130.75
Female,51,Toys,Cash,896.0
Female,25,Food & Beverage,Cash,130.75
Female,47,Clothing,Card,4801.28
Male,67,Toys,Card,573.44
Female,33,Food & Beverage,Card,47.07
Female,43,Clothing,Cash,2700.7200000000003
Female,40,Cosmetics,Cash,162.64
Male,62,Cosmetics,Card,365.94
Female,52,Cosmetics,Card,162.64
Male,31,Food & Beverage,Cash,130.75
Male,26,Books,Cash,242.4
Male,51,Shoes,Cash,9602.72
Male,50,Technology,Cash,16800.0
Male,64,Clothing,Cash,300.08
Male,31,Technology,Card,16800.0
Male,43,Cosmetics,Card,40.66
Female,26,Cosmetics,Card,40.66
Female,60,Clothing,Cash,300.08
Male,21,Cosmetics,Card,650.56
Male,60,Clothing,Cash,2700.7200000000003
Male,38,Toys,Card,573.44
Female,47,Clothing,Cash,4801.28
Female,53,Toys,Card,35.84
Male,19,Shoes,Card,9602.72
Female,65,Clothing,Cash,4801.28
Female,61,Cosmetics,Card,40.66
Male,23,Shoes,Card,9602.72
Male,47,Toys,Card,896.0
Female,61,Toys,Cash,896.0
Male,41,Clothing,Card,4801.28
Male,23,Shoes,Cash,5401.53
Male,46,Technology,Cash,16800.0
Male,24,Clothing,Card,300.08
Male,45,Clothing,Cash,2700.7200000000003
Male,25,Clothing,Cash,7502.0
Male,45,Food & Beverage,Card,47.07
Female,68,Clothing,Cash,1200.32
Male,53,Books,Card,242.4
Female,25,Clothing,Card,1200.32
Female,65,Cosmetics,Card,1016.5
Female,22,Food & Beverage,Cash,130.75
Male,34,Clothing,Cash,1200.32
Male,22,Food & Beverage,Cash,47.07
Male,19,Food & Beverage,Card,5.23
Male,53,Clothing,Card,7502.0
Female,55,Cosmetics,Card,162.64
Male,24,Food & Beverage,Card,5.23
Female,30,Toys,Cash,573.44
Male,23,Books,Card,136.35000000000002
Female,30,Clothing,Card,2700.7200000000003
Male,19,Clothing,Cash,2700.7200000000003
Female,42,Food & Beverage,Card,130.75
Male,46,Clothing,Cash,1200.32
Female,45,Clothing,Cash,2700.7200000000003
Male,29,Shoes,Card,2400.68
Female,24,Food & Beverage,Cash,20.92
Male,47,Souvenir,Cash,187.68
Female,64,Clothing,Card,1200.32
Male,61,Cosmetics,Card,1016.5
Male,49,Clothing,Cash,2700.7200000000003
Female,48,Cosmetics,Card,365.94
Male,41,Clothing,Card,2700.7200000000003
Male,18,Food & Beverage,Card,83.68
Male,58,Clothing,Cash,1200.32
Female,41,Clothing,Card,2700.7200000000003
Female,47,Cosmetics,Cash,40.66
Female,44,Food & Beverage,Card,47.07
Male,36,Clothing,Card,300.08
Female,62,Toys,Card,896.0
Female,61,Food & Beverage,Card,83.68
Female,28,Clothing,Card,300.08
Female,33,Food & Beverage,Card,20.92
Male,38,Clothing,Card,300.08
Male,31,Clothing,Card,7502.0
Female,57,Shoes,Card,5401.53
Male,36,Shoes,Cash,2400.68
Female,46,Technology,Cash,4200.0
Female,32,Clothing,Card,7502.0
Female,22,Cosmetics,Card,650.56
Male,69,Clothing,Card,7502.0
Male,67,Clothing,Card,1200.32
